From,To,Est,SD,Year
douglas county,rockdale county,148,112.472013903677,2014
douglas county,outside,6882,642.569532819202,2014
forsyth county,clayton county,12,11.5511798063236,2014
forsyth county,cobb county,335,89.3696542910301,2014
forsyth county,fulton county,1462,297.898847636767,2014
forsyth county,dekalb county,108,42.5569782338239,2014
forsyth county,gwinnett county,580,176.915438086325,2014
forsyth county,henry county,0,0,2014
forsyth county,douglas county,7,6.68752515102946,2014
forsyth county,fayette county,0,18.2387049573531,2014
forsyth county,cherokee county,589,290.603365653826,2014
forsyth county,rockdale county,0,18.2387049573531,2014
forsyth county,outside,5883,613.975300539105,2014
fayette county,clayton county,460,167.796085607648,2014
fayette county,cobb county,383,149.557380650295,2014
fayette county,fulton county,1444,251.086171579561,2014
fayette county,dekalb county,302,117.943625390883,2014
fayette county,gwinnett county,91,42.5569782338239,2014
fayette county,henry county,284,166.580171943825,2014
fayette county,douglas county,58,43.7728918976474,2014
fayette county,forsyth county,79,40.7331077380886,2014
fayette county,cherokee county,11,12.7670934701472,2014
fayette county,rockdale county,0,18.2387049573531,2014
fayette county,outside,7173,706.751320644987,2014
cherokee county,clayton county,204,86.937826963383,2014
cherokee county,cobb county,3930,558.712328526916,2014
cherokee county,fulton county,986,223.728114143531,2014
cherokee county,dekalb county,380,157.460819465148,2014
cherokee county,gwinnett county,809,473.598372059268,2014
cherokee county,henry county,14,13.9830071339707,2014
cherokee county,douglas county,94,44.9888055614709,2014
cherokee county,forsyth county,157,114.903841231324,2014
cherokee county,fayette county,0,18.2387049573531,2014
cherokee county,rockdale county,0,0,2014
cherokee county,outside,7105,606.911767832172,2014
rockdale county,clayton county,77,49.8524602167651,2014
rockdale county,cobb county,184,74.1707334932359,2014
rockdale county,fulton county,340,117.943625390883,2014
rockdale county,dekalb county,1454,526.490616435592,2014
rockdale county,gwinnett county,408,169.011999271472,2014
rockdale county,henry county,83,38.9092372423532,2014
rockdale county,douglas county,47,35.2614962508826,2014
rockdale county,forsyth county,5,5.47161148720593,2014
rockdale county,fayette county,23,22.4944027807355,2014
rockdale county,cherokee county,0,0,2014
rockdale county,outside,4475,538.990677402594,2014
outside,clayton county,12089,868.989813222062,2014
outside,cobb county,38317,1586.35055825231,2014
outside,fulton county,49574,1638.57280544185,2014
outside,dekalb county,34778,1413.14174418832,2014
outside,gwinnett county,33343,1515.99457813134,2014
outside,henry county,8707,871.985598214684,2014
outside,douglas county,7098,783.63701844625,2014
outside,forsyth county,7512,632.851232547959,2014
outside,fayette county,4675,533.276223661756,2014
outside,cherokee county,10016,865.730101706277,2014
outside,rockdale county,6580,707.169836220474,2014
clayton county,cobb county,1652,293.643149813385,2015
clayton county,fulton county,5061,562.360069518387,2015
clayton county,dekalb county,1405,246.830473756178,2015
clayton county,gwinnett county,277,139.222114507795,2015
clayton county,henry county,3451,772.713133359859,2015
clayton county,douglas county,476,196.978013539413,2015
clayton county,forsyth county,35,23.1023596126472,2015
clayton county,fayette county,1108,229.807682462649,2015
clayton county,cherokee county,35,30.3978415955885,2015
clayton county,rockdale county,247,145.909639658825,2015
clayton county,outside,8379,612.621420748608,2015
cobb county,clayton county,1328,372.069581130003,2015
cobb county,fulton county,8344,936.861477976037,2015
cobb county,dekalb county,3611,477.246113050739,2015
cobb county,gwinnett county,1656,265.069178713532,2015
cobb county,henry county,476,170.227912935295,2015
cobb county,douglas county,2090,421.314084514856,2015
cobb county,forsyth county,519,128.886848365295,2015
cobb county,fayette county,231,126.455021037648,2015
cobb county,cherokee county,2754,366.597969642797,2015
cobb county,rockdale county,39,23.1023596126472,2015
cobb county,outside,30567,1237.91178246334,2015
fulton county,clayton county,6635,626.195536869123,2015
fulton county,cobb county,11000,821.957636744712,2015
fulton county,dekalb county,15843,896.73632706986,2015
fulton county,gwinnett county,4453,440.768703136033,2015
fulton county,henry county,1079,302.762502292061,2015
fulton county,douglas county,1390,316.745509426032,2015
fulton county,forsyth county,2765,350.791092013091,2015
fulton county,fayette county,707,179.347265413972,2015
fulton county,cherokee county,1789,434.689134816915,2015
fulton county,rockdale county,287,173.267697094854,2015
fulton county,outside,51319,1521.84030552076,2015
dekalb county,clayton county,3053,521.019004948386,2015
dekalb county,cobb county,4092,467.518803740151,2015
dekalb county,fulton county,13274,750.218730579123,2015
dekalb county,gwinnett county,8090,944.76491679089,2015
dekalb county,henry county,607,180.563179077796,2015
dekalb county,douglas county,283,75.9946039889712,2015
dekalb county,forsyth county,654,194.546186211766,2015
dekalb county,fayette county,232,98.4890067697066,2015
dekalb county,cherokee county,86,39.517194074265,2015
dekalb county,rockdale county,1073,194.546186211766,2015
dekalb county,outside,24705,1093.83531699025,2015
gwinnett county,clayton county,553,139.830071339707,2015
gwinnett county,cobb county,1946,293.035192981473,2015
gwinnett county,fulton county,5091,488.797292857063,2015
gwinnett county,dekalb county,6863,745.963032755741,2015
gwinnett county,henry county,382,138.006200843972,2015
gwinnett county,douglas county,343,198.801884035149,2015
gwinnett county,forsyth county,1524,255.949826234855,2015
gwinnett county,fayette county,53,22.4944027807355,2015
gwinnett county,cherokee county,355,117.943625390883,2015
gwinnett county,rockdale county,358,120.37545271853,2015
gwinnett county,outside,32554,1320.97478242256,2015
henry county,clayton county,2708,490.621163352798,2015
henry county,cobb county,878,327.688732400444,2015
henry county,fulton county,1070,248.046387420002,2015
henry county,dekalb county,843,182.387049573531,2015
henry county,gwinnett county,479,148.949423818384,2015
henry county,douglas county,283,123.415236878089,2015
henry county,forsyth county,17,12.7670934701472,2015
henry county,fayette county,607,236.495207613678,2015
henry county,cherokee county,78,75.9946039889712,2015
henry county,rockdale county,27,18.8466617892649,2015
henry county,outside,7389,618.981269723643,2015
douglas county,clayton county,172,80.2503018123536,2015
douglas county,cobb county,1431,226.159941471178,2015
douglas county,fulton county,846,200.017797698972,2015
douglas county,dekalb county,290,97.2730931058831,2015
douglas county,gwinnett county,179,113.079970735589,2015
douglas county,henry county,395,240.142948605149,2015
douglas county,forsyth county,59,32.8296689232355,2015
douglas county,fayette county,157,98.4890067697066,2015
douglas county,cherokee county,88,61.4036400230887,2015
douglas county,rockdale county,230,110.04018657603,2015
douglas county,outside,6514,655.172430587136,2015
forsyth county,clayton county,21,17.0227912935295,2015
forsyth county,cobb county,504,134.358459852501,2015
forsyth county,fulton county,1707,364.16614231515,2015
forsyth county,dekalb county,131,43.1649350657356,2015
forsyth county,gwinnett county,643,153.813078473678,2015
forsyth county,henry county,0,18.2387049573531,2015
forsyth county,douglas county,7,6.68752515102946,2015
forsyth county,fayette county,0,18.2387049573531,2015
forsyth county,cherokee county,555,223.120157311619,2015
forsyth county,rockdale county,0,18.2387049573531,2015
forsyth county,outside,6244,642.77801210982,2015
fayette county,clayton county,380,136.182330348236,2015
fayette county,cobb county,503,213.392848001031,2015
fayette county,fulton county,1146,263.853265049708,2015
fayette county,dekalb county,255,102.744704593089,2015
fayette county,gwinnett county,133,58.9718126954416,2015
fayette county,henry county,216,161.716517288531,2015
fayette county,douglas county,16,17.0227912935295,2015
fayette county,forsyth county,71,41.3410645700003,2015
fayette county,cherokee county,9,11.5511798063236,2015
fayette county,rockdale county,0,18.2387049573531,2015
fayette county,outside,7600,756.475191694499,2015
cherokee county,clayton county,138,69.3070788379417,2015
cherokee county,cobb county,3772,477.854069882651,2015
cherokee county,fulton county,1147,244.398646428531,2015
cherokee county,dekalb county,424,153.813078473678,2015
cherokee county,gwinnett county,773,414.018602531915,2015
cherokee county,henry county,148,75.3866471570594,2015
cherokee county,douglas county,41,31.613755259412,2015
cherokee county,forsyth county,186,93.6253521144125,2015
cherokee county,fayette county,0,18.2387049573531,2015
cherokee county,rockdale county,1,2.43182732764708,2015
cherokee county,outside,8319,700.732690152194,2015
rockdale county,clayton county,106,53.5002012082357,2015
rockdale county,cobb county,169,60.1877263592652,2015
rockdale county,fulton county,430,153.813078473678,2015
rockdale county,dekalb county,1769,669.96842876677,2015
rockdale county,gwinnett county,511,206.705322850002,2015
rockdale county,henry county,126,50.4604170486769,2015
rockdale county,douglas county,42,46.2047192252945,2015
rockdale county,forsyth county,6,6.68752515102946,2015
rockdale county,fayette county,21,21.8864459488237,2015
rockdale county,cherokee county,0,18.2387049573531,2015
rockdale county,outside,4647,573.549194720739,2015
outside,clayton county,12391,875.851232736986,2015
outside,cobb county,38468,1644.16684584321,2015
outside,fulton county,49820,1660.84971731533,2015
outside,dekalb county,35921,1502.95056854238,2015
outside,gwinnett county,36229,1851.0255902818,2015
outside,henry county,8735,877.437580968383,2015
outside,douglas county,5898,657.143405311743,2015
outside,forsyth county,7842,627.600524895362,2015
outside,fayette county,5147,557.140278407541,2015
outside,cherokee county,10479,932.909510948492,2015
outside,rockdale county,6125,738.115930459314,2015
clayton county,cobb county,1570,313.705725266473,2016
clayton county,fulton county,5336,603.701134088387,2016
clayton county,dekalb county,1472,320.393250417503,2016
clayton county,gwinnett county,430,161.716517288531,2016
clayton county,henry county,4159,692.462831547505,2016
clayton county,douglas county,190,77.2105176527947,2016
clayton county,forsyth county,54,29.7898847636767,2016
clayton county,fayette county,1149,213.392848001031,2016
clayton county,cherokee county,52,44.3808487295592,2016
clayton county,rockdale county,302,175.09156759059,2016
clayton county,outside,7572,590.305421658041,2016
cobb county,clayton county,955,237.711121277502,2016
cobb county,fulton county,8143,724.684543638829,2016
cobb county,dekalb county,2992,463.263105916768,2016
cobb county,gwinnett county,1676,356.262703500297,2016
cobb county,henry county,356,141.653941835442,2016
cobb county,douglas county,2106,483.325681369857,2016
cobb county,forsyth county,850,198.193927203237,2016
cobb county,fayette county,255,151.989207977942,2016
cobb county,cherokee county,3409,417.666343523386,2016
cobb county,rockdale county,43,27.9660142679414,2016
cobb county,outside,29673,1176.78929822791,2016
fulton county,clayton county,7796,742.923248596182,2016
fulton county,cobb county,10562,802.503018123536,2016
fulton county,dekalb county,15344,719.212932151623,2016
fulton county,gwinnett county,4463,408.546991044709,2016
fulton county,henry county,1320,364.774099147062,2016
fulton county,douglas county,1393,236.495207613678,2016
fulton county,forsyth county,2776,341.063782702503,2016
fulton county,fayette county,666,163.540387784266,2016
fulton county,cherokee county,1521,321.609164081326,2016
fulton county,rockdale county,159,66.8752515102946,2016
fulton county,outside,49822,1429.88461332181,2016
dekalb county,clayton county,3195,576.343076652357,2016
dekalb county,cobb county,3655,412.19473203618,2016
dekalb county,fulton county,12810,840.196341702065,2016
dekalb county,gwinnett county,8734,1060.27671485413,2016
dekalb county,henry county,835,209.137150177649,2016
dekalb county,douglas county,260,97.8810499377949,2016
dekalb county,forsyth county,633,141.653941835442,2016
dekalb county,fayette county,224,85.1139564676477,2016
dekalb county,cherokee county,66,33.4376257551473,2016
dekalb county,rockdale county,994,206.09736601809,2016
dekalb county,outside,25946,1108.62974529229,2016
gwinnett county,clayton county,728,181.779092741619,2016
gwinnett county,cobb county,2296,313.097768434561,2016
gwinnett county,fulton county,4660,379.365063112944,2016
gwinnett county,dekalb county,6386,528.314486931328,2016
gwinnett county,henry county,508,158.676733128972,2016
gwinnett county,douglas county,623,282.699926838973,2016
gwinnett county,forsyth county,1651,286.347667830443,2016
gwinnett county,fayette county,50,29.1819279317649,2016
gwinnett county,cherokee county,379,143.477812331178,2016
gwinnett county,rockdale county,596,201.233711362796,2016
gwinnett county,outside,31705,1239.94968188387,2016
henry county,clayton county,2562,475.422242555004,2016
henry county,cobb county,898,325.864861904708,2016
henry county,fulton county,949,234.063380286031,2016
henry county,dekalb county,786,160.500603624707,2016
henry county,gwinnett county,548,172.051783431031,2016
henry county,douglas county,240,100.312877265442,2016
henry county,forsyth county,88,41.3410645700003,2016
henry county,fayette county,552,199.40984086706,2016
henry county,cherokee county,19,57.1479421997063,2016
henry county,rockdale county,56,23.710316444559,2016
henry county,outside,6948,523.35373376462,2016
douglas county,clayton county,221,75.3866471570594,2016
douglas county,cobb county,1329,269.324876536914,2016
douglas county,fulton county,814,169.011999271472,2016
douglas county,dekalb county,299,95.4492226101478,2016
douglas county,gwinnett county,145,94.841265778236,2016
douglas county,henry county,217,187.858661060737,2016
douglas county,forsyth county,38,19.4546186211766,2016
douglas county,fayette county,197,107.608359248383,2016
douglas county,cherokee county,80,57.7558990316181,2016
douglas county,rockdale county,63,35.8694530827944,2016
douglas county,outside,6350,644.786588402396,2016
forsyth county,clayton county,24,13.9830071339707,2016
forsyth county,cobb county,677,130.102762029119,2016
forsyth county,fulton county,2212,454.143753438092,2016
forsyth county,dekalb county,78,29.7898847636767,2016
forsyth county,gwinnett county,1457,527.706530099416,2016
forsyth county,henry county,0,18.2387049573531,2016
forsyth county,douglas county,7,7.29548198294123,2016
forsyth county,fayette county,0,18.2387049573531,2016
forsyth county,cherokee county,586,312.489811602649,2016
forsyth county,rockdale county,0,18.2387049573531,2016
forsyth county,outside,6966,568.789674185925,2016
fayette county,clayton county,384,133.142546188678,2016
fayette county,cobb county,437,138.614157675883,2016
fayette county,fulton county,1363,266.285092377355,2016
fayette county,dekalb county,284,116.119754895148,2016
fayette county,gwinnett county,145,72.9548198294123,2016
fayette county,henry county,556,274.188531192208,2016
fayette county,douglas county,102,75.3866471570594,2016
fayette county,forsyth county,39,29.1819279317649,2016
fayette county,cherokee county,140,112.472013903677,2016
fayette county,rockdale county,0,18.2387049573531,2016
fayette county,outside,6921,615.018578579891,2016
cherokee county,clayton county,128,69.9150356698535,2016
cherokee county,cobb county,3676,452.927839774268,2016
cherokee county,fulton county,1306,284.523797334708,2016
cherokee county,dekalb county,226,74.1707334932359,2016
cherokee county,gwinnett county,343,136.182330348236,2016
cherokee county,henry county,174,86.3298701314713,2016
cherokee county,douglas county,69,40.1251509061768,2016
cherokee county,forsyth county,133,60.7956831911769,2016
cherokee county,fayette county,0,18.2387049573531,2016
cherokee county,rockdale county,2,1.82387049573531,2016
cherokee county,outside,8807,703.957570957209,2016
rockdale county,clayton county,121,56.5399853677946,2016
rockdale county,cobb county,153,73.5627766613241,2016
rockdale county,fulton county,590,186.642747396913,2016
rockdale county,dekalb county,1819,700.366270362358,2016
rockdale county,gwinnett county,572,215.216718496766,2016
rockdale county,henry county,511,222.512200479708,2016
rockdale county,douglas county,3,3.64774099147062,2016
rockdale county,forsyth county,39,31.613755259412,2016
rockdale county,fayette county,25,23.710316444559,2016
rockdale county,cherokee county,0,18.2387049573531,2016
rockdale county,outside,4361,495.699980550207,2016
outside,clayton county,13301,943.585628681547,2016
outside,cobb county,39458,1630.72348399191,2016
outside,fulton county,54579,1847.87436459179,2016
outside,dekalb county,37560,1552.06485450351,2016
outside,gwinnett county,38928,1887.44729448602,2016
outside,henry county,9544,926.525812911645,2016
outside,douglas county,5490,572.168778522381,2016
outside,forsyth county,9045,657.550775394519,2016
outside,fayette county,5341,593.448708739596,2016
outside,cherokee county,10091,899.132185981829,2016
outside,rockdale county,6377,851.383146809523,2016
clayton county,cobb county,1610,339.239912206767,2017
clayton county,fulton county,5322,604.309090920299,2017
clayton county,dekalb county,1563,361.734314987503,2017
clayton county,gwinnett county,334,138.614157675883,2017
clayton county,henry county,4350,801.895061291624,2017
clayton county,douglas county,320,127.670934701472,2017
clayton county,forsyth county,47,31.613755259412,2017
clayton county,fayette county,891,252.302085243384,2017
clayton county,cherokee county,70,54.7161148720593,2017
clayton county,rockdale county,19,18.2387049573531,2017
clayton county,outside,7383,585.437491637462,2017
cobb county,clayton county,903,195.154143043678,2017
cobb county,fulton county,8323,786.69614049383,2017
cobb county,dekalb county,2826,409.762904708533,2017
cobb county,gwinnett county,1550,312.489811602649,2017
cobb county,henry county,362,145.301682826913,2017
cobb county,douglas county,2564,447.456228287062,2017
cobb county,forsyth county,975,196.978013539413,2017
cobb county,fayette county,247,151.989207977942,2017
cobb county,cherokee county,3612,410.370861540444,2017
cobb county,rockdale county,80,46.2047192252945,2017
cobb county,outside,30227,1153.34057927985,2017
fulton county,clayton county,8011,730.156155126035,2017
fulton county,cobb county,9682,720.428845815447,2017
fulton county,dekalb county,16264,1086.41885862633,2017
fulton county,gwinnett county,4869,445.632357791327,2017
fulton county,henry county,1215,407.331077380885,2017
fulton county,douglas county,866,232.847466622208,2017
fulton county,forsyth county,3177,344.711523693973,2017
fulton county,fayette county,540,141.045985003531,2017
fulton county,cherokee county,1519,302.762502292061,2017
fulton county,rockdale county,206,74.7786903251476,2017
fulton county,outside,51254,1466.77936204841,2017
dekalb county,clayton county,2822,450.496012446621,2017
dekalb county,cobb county,3075,343.49561003015,2017
dekalb county,fulton county,12649,884.577190431624,2017
dekalb county,gwinnett county,8357,1001.30490215868,2017
dekalb county,henry county,1001,247.43843058809,2017
dekalb county,douglas county,356,99.7049204335302,2017
dekalb county,forsyth county,708,169.619956103384,2017
dekalb county,fayette county,279,83.2900859719124,2017
dekalb county,cherokee county,106,55.324071703971,2017
dekalb county,rockdale county,963,214.608761664855,2017
dekalb county,outside,26872,1180.79976475584,2017
gwinnett county,clayton county,1002,296.074977141032,2017
gwinnett county,cobb county,2359,387.876458759709,2017
gwinnett county,fulton county,4095,376.325278953385,2017
gwinnett county,dekalb county,6804,547.161148720593,2017
gwinnett county,henry county,536,200.017797698972,2017
gwinnett county,douglas county,735,339.239912206767,2017
gwinnett county,forsyth county,1860,300.938631796326,2017
gwinnett county,fayette county,51,34.0455825870591,2017
gwinnett county,cherokee county,373,120.37545271853,2017
gwinnett county,rockdale county,615,181.171135909707,2017
gwinnett county,outside,32308,1308.47098676074,2017
henry county,clayton county,2209,393.348070246915,2017
henry county,cobb county,930,214.000804832943,2017
henry county,fulton county,1009,229.807682462649,2017
henry county,dekalb county,829,172.659740262943,2017
henry county,gwinnett county,634,187.858661060737,2017
henry county,douglas county,271,108.216316080295,2017
henry county,forsyth county,84,42.5569782338239,2017
henry county,fayette county,474,128.278891533383,2017
henry county,cherokee county,86,71.7389061655888,2017
henry county,rockdale county,76,30.3978415955885,2017
henry county,outside,8164,616.489511675854,2017
douglas county,clayton county,424,172.051783431031,2017
douglas county,cobb county,1329,280.268099511326,2017
douglas county,fulton county,813,172.051783431031,2017
douglas county,dekalb county,266,94.2333089463243,2017
douglas county,gwinnett county,99,67.4832083422064,2017
douglas county,henry county,164,157.460819465148,2017
douglas county,forsyth county,30,18.8466617892649,2017
douglas county,fayette county,246,141.045985003531,2017
douglas county,cherokee county,118,69.3070788379417,2017
douglas county,rockdale county,65,41.3410645700003,2017
douglas county,outside,6237,734.233923498093,2017
forsyth county,clayton county,26,15.806877629706,2017
forsyth county,cobb county,693,145.909639658825,2017
forsyth county,fulton county,2334,404.899250053238,2017
forsyth county,dekalb county,81,30.3978415955885,2017
forsyth county,gwinnett county,1121,279.052185847502,2017
forsyth county,henry county,0,18.2387049573531,2017
forsyth county,douglas county,10,9.11935247867654,2017
forsyth county,fayette county,14,13.9830071339707,2017
forsyth county,cherokee county,506,257.165739898678,2017
forsyth county,rockdale county,0,18.2387049573531,2017
forsyth county,outside,7125,583.882323750411,2017
fayette county,clayton county,440,156.244905801325,2017
fayette county,cobb county,452,126.455021037648,2017
fayette county,fulton county,1204,237.711121277502,2017
fayette county,dekalb county,339,119.159539054707,2017
fayette county,gwinnett county,208,83.8980428038242,2017
fayette county,henry county,335,165.364258280001,2017
fayette county,douglas county,87,86.3298701314713,2017
fayette county,forsyth county,7,7.903438814853,2017
fayette county,cherokee county,371,238.927034941325,2017
fayette county,rockdale county,0,0,2017
fayette county,outside,6960,604.504779745353,2017
cherokee county,clayton county,33,23.710316444559,2017
cherokee county,cobb county,2899,334.376257551473,2017
cherokee county,fulton county,1501,291.211322485738,2017
cherokee county,dekalb county,240,58.9718126954416,2017
cherokee county,gwinnett county,342,143.477812331178,2017
cherokee county,henry county,167,88.7616974591183,2017
cherokee county,douglas county,78,46.2047192252945,2017
cherokee county,forsyth county,208,88.1537406272066,2017
cherokee county,fayette county,150,112.472013903677,2017
cherokee county,rockdale county,29,26.1421437722061,2017
cherokee county,outside,8905,709.710640586931,2017
rockdale county,clayton county,125,63.227510518824,2017
rockdale county,cobb county,157,70.5229925017652,2017
rockdale county,fulton county,563,143.477812331178,2017
rockdale county,dekalb county,1932,663.28090361574,2017
rockdale county,gwinnett county,648,252.910042075296,2017
rockdale county,henry county,569,265.677135545443,2017
rockdale county,douglas county,22,17.0227912935295,2017
rockdale county,forsyth county,34,23.1023596126472,2017
rockdale county,fayette county,0,0,2017
rockdale county,cherokee county,0,18.2387049573531,2017
rockdale county,outside,4034,477.055168662777,2017
outside,clayton county,12885,941.566163424976,2017
outside,cobb county,38268,1590.91581416019,2017
outside,fulton county,54856,1896.59673340592,2017
outside,dekalb county,36996,1543.09731912199,2017
outside,gwinnett county,38117,1875.54702351646,2017
outside,henry county,9607,918.20483335875,2017
outside,douglas county,5715,610.055221317028,2017
outside,forsyth county,9681,681.606105416569,2017
outside,fayette county,5317,544.971500358486,2017
outside,cherokee county,10086,863.377903325173,2017
outside,rockdale county,6379,860.315844091556,2017
clayton county,cobb county,1542,347.14335102162,2018
clayton county,fulton county,6327,862.690744482801,2018
clayton county,dekalb county,1539,317.353466257944,2018
clayton county,gwinnett county,270,103.352661425001,2018
clayton county,henry county,4464,689.423047387947,2018
clayton county,douglas county,947,476.030199386916,2018
clayton county,forsyth county,55,33.4376257551473,2018
clayton county,fayette county,901,197.585970371325,2018
clayton county,cherokee county,54,42.5569782338239,2018
clayton county,rockdale county,17,17.0227912935295,2018
clayton county,outside,7825,620.829013822951,2018
cobb county,clayton county,883,188.466617892649,2018
cobb county,fulton county,7632,676.655953917799,2018
cobb county,dekalb county,2706,352.007005676914,2018
cobb county,gwinnett county,1441,298.506804468679,2018
cobb county,henry county,268,127.06297786956,2018
cobb county,douglas county,2443,499.132558999563,2018
cobb county,forsyth county,1214,241.966819100884,2018
cobb county,fayette county,297,158.676733128972,2018
cobb county,cherokee county,4225,503.388256822945,2018
cobb county,rockdale county,66,43.1649350657356,2018
cobb county,outside,31416,1182.56605601352,2018
fulton county,clayton county,7857,754.474428402506,2018
fulton county,cobb county,9591,705.837881849564,2018
fulton county,dekalb county,15756,1101.00982259221,2018
fulton county,gwinnett county,5097,507.035997814416,2018
fulton county,henry county,1169,403.075379557503,2018
fulton county,douglas county,917,213.392848001031,2018
fulton county,forsyth county,3751,362.950228651326,2018
fulton county,fayette county,746,206.09736601809,2018
fulton county,cherokee county,1469,266.893049209267,2018
fulton county,rockdale county,142,68.6991220060299,2018
fulton county,outside,51469,1448.29060821491,2018
dekalb county,clayton county,2826,409.762904708533,2018
dekalb county,cobb county,3491,341.671739534414,2018
dekalb county,fulton county,12995,746.570989587653,2018
dekalb county,gwinnett county,8183,780.0086153428,2018
dekalb county,henry county,1090,277.228315351767,2018
dekalb county,douglas county,365,91.1935247867654,2018
dekalb county,forsyth county,829,185.42683373309,2018
dekalb county,fayette county,217,81.4662154761771,2018
dekalb county,cherokee county,164,70.5229925017652,2018
dekalb county,rockdale county,881,223.728114143531,2018
dekalb county,outside,25274,1207.54873831783,2018
gwinnett county,clayton county,1017,285.739710998532,2018
gwinnett county,cobb county,2052,331.336473391914,2018
gwinnett county,fulton county,4989,476.030199386916,2018
gwinnett county,dekalb county,6692,619.508011718093,2018
gwinnett county,henry county,882,345.927437357797,2018
gwinnett county,douglas county,390,174.483610758678,2018
gwinnett county,forsyth county,2167,290.603365653826,2018
gwinnett county,fayette county,87,60.7956831911769,2018
gwinnett county,cherokee county,430,144.693725995001,2018
gwinnett county,rockdale county,570,163.540387784266,2018
gwinnett county,outside,32845,1275.46271638227,2018
henry county,clayton county,1841,285.739710998532,2018
henry county,cobb county,865,186.034790565001,2018
henry county,fulton county,799,141.045985003531,2018
henry county,dekalb county,677,136.790287180148,2018
henry county,gwinnett county,485,178.73930858206,2018
henry county,douglas county,212,105.784488752648,2018
henry county,forsyth county,94,48.0285897210298,2018
henry county,fayette county,381,144.085769163089,2018
henry county,cherokee county,94,81.4662154761771,2018
henry county,rockdale county,68,30.3978415955885,2018
henry county,outside,8819,682.69573049216,2018
douglas county,clayton county,470,209.137150177649,2018
douglas county,cobb county,1271,260.813480890149,2018
douglas county,fulton county,777,152.597164809854,2018
douglas county,dekalb county,213,75.3866471570594,2018
douglas county,gwinnett county,101,62.0115968550005,2018
douglas county,henry county,198,192.722315716031,2018
douglas county,forsyth county,13,11.5511798063236,2018
douglas county,fayette county,69,48.0285897210298,2018
douglas county,cherokee county,50,34.6535394189709,2018
douglas county,rockdale county,66,38.3012804104415,2018
douglas county,outside,6698,780.263034348137,2018
forsyth county,clayton county,11,9.72730931058831,2018
forsyth county,cobb county,662,144.693725995001,2018
forsyth county,fulton county,2318,426.17773917015,2018
forsyth county,dekalb county,49,20.0625754530884,2018
forsyth county,gwinnett county,1525,333.768300719561,2018
forsyth county,henry county,0,18.8466617892649,2018
forsyth county,douglas county,8,8.51139564676477,2018
forsyth county,fayette county,15,14.5909639658825,2018
forsyth county,cherokee county,493,279.660142679414,2018
forsyth county,rockdale county,0,18.8466617892649,2018
forsyth county,outside,7405,536.220682912933,2018
fayette county,clayton county,592,203.665538690443,2018
fayette county,cobb county,587,155.028992137501,2018
fayette county,fulton county,1098,243.79068959662,2018
fayette county,dekalb county,349,121.591366382354,2018
fayette county,gwinnett county,205,93.6253521144125,2018
fayette county,henry county,482,211.568977505296,2018
fayette county,douglas county,113,116.119754895148,2018
fayette county,forsyth county,25,18.2387049573531,2018
fayette county,cherokee county,278,173.875653926766,2018
fayette county,rockdale county,0,0,2018
fayette county,outside,6304,563.688447253926,2018
cherokee county,clayton county,47,26.1421437722061,2018
cherokee county,cobb county,2881,276.012401687943,2018
cherokee county,fulton county,1483,293.035192981473,2018
cherokee county,dekalb county,248,68.0911651741182,2018
cherokee county,gwinnett county,298,119.767495886619,2018
cherokee county,henry county,157,84.505999635736,2018
cherokee county,douglas county,110,54.7161148720593,2018
cherokee county,forsyth county,291,85.7219132995595,2018
cherokee county,fayette county,129,89.3696542910301,2018
cherokee county,rockdale county,29,29.7898847636767,2018
cherokee county,outside,9286,764.853429457722,2018
rockdale county,clayton county,137,59.5797695273534,2018
rockdale county,cobb county,204,110.648143407942,2018
rockdale county,fulton county,541,210.353063841472,2018
rockdale county,dekalb county,1655,642.002414498828,2018
rockdale county,gwinnett county,679,257.77369673059,2018
rockdale county,henry county,734,258.381653562502,2018
rockdale county,douglas county,49,26.1421437722061,2018
rockdale county,forsyth county,25,18.8466617892649,2018
rockdale county,fayette county,0,0,2018
rockdale county,cherokee county,0,18.8466617892649,2018
rockdale county,outside,3920,498.733636180431,2018
outside,clayton county,12049,911.326479885506,2018
outside,cobb county,36359,1557.4529855855,2018
outside,fulton county,56704,1891.38233313627,2018
outside,dekalb county,38041,1603.11426773143,2018
outside,gwinnett county,39550,2065.35928522728,2018
outside,henry county,9731,935.800602186199,2018
outside,douglas county,5643,598.695811820105,2018
outside,forsyth county,10187,796.89923114801,2018
outside,fayette county,5618,575.160901675117,2018
outside,cherokee county,8794,754.65248338601,2018
outside,rockdale county,5604,776.790419610175,2018
clayton county,cobb county,1550,237.10316444559,2019
clayton county,fulton county,6748,954.492226101478,2019
clayton county,dekalb county,1682,393.956027078827,2019
clayton county,gwinnett county,248,98.4890067697066,2019
clayton county,henry county,3914,666.320687775299,2019
clayton county,douglas county,1183,581.206731307652,2019
clayton county,forsyth county,250,163.540387784266,2019
clayton county,fayette county,813,210.353063841472,2019
clayton county,cherokee county,31,31.613755259412,2019
clayton county,rockdale county,185,165.364258280001,2019
clayton county,outside,7305,604.658228847281,2019
cobb county,clayton county,1134,221.904243647796,2019
cobb county,fulton county,7551,696.110572538976,2019
cobb county,dekalb county,2292,235.887250781767,2019
cobb county,gwinnett county,1506,336.80808487912,2019
cobb county,henry county,234,89.9776111229419,2019
cobb county,douglas county,2525,488.189336025151,2019
